Comment,Designator,Footprint,LCSC Part #
8MHz,Q1,5.0X3.2_2,
10k,R1,R0402,
20p,C5 C6,C0402,
22uF,C1,C0603,
100n,C2 C3 C4,C0402,
120,R2,R0603,
MCP2515-I/ST,IC1,TSSOP20,C15193
PESD1CAN,D1,SOT23,C15771
SN65HVD231DR,IC2,SOIC127P600X175-8N,C129257
USUP_SPI_CONNECTOR,J1,1X06_1MM_RA,
TERMINAL_2_54_2P,T1,TERMINAL_2_54_2P,C918120
